file_name_1,file_name_2,rmsd
alphafold3_P9WFU5_model_4.pdb,swissmodel_P9WFW3_model_0.pdb,11.64
chai1_P9WFU5_model_0.pdb,alphafold2_P9WFW3_model_0.pdb,12.03
chai1_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_0.pdb,12.1
chai1_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_1.pdb,11.56
chai1_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_2.pdb,12.06
chai1_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_3.pdb,2.99
chai1_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_4.pdb,12.08
chai1_P9WFU5_model_0.pdb,chai1_P9WFW3_model_0.pdb,11.73
chai1_P9WFU5_model_0.pdb,chai1_P9WFW3_model_1.pdb,2.77
chai1_P9WFU5_model_0.pdb,chai1_P9WFW3_model_2.pdb,15.0
chai1_P9WFU5_model_0.pdb,chai1_P9WFW3_model_3.pdb,17.58
chai1_P9WFU5_model_0.pdb,chai1_P9WFW3_model_4.pdb,17.83
chai1_P9WFU5_model_0.pdb,swissmodel_P9WFW3_model_0.pdb,11.81
chai1_P9WFU5_model_1.pdb,alphafold2_P9WFW3_model_0.pdb,11.8
chai1_P9WFU5_model_1.pdb,alphafold3_P9WFW3_model_0.pdb,11.9
chai1_P9WFU5_model_1.pdb,alphafold3_P9WFW3_model_1.pdb,11.73
chai1_P9WFU5_model_1.pdb,alphafold3_P9WFW3_model_2.pdb,11.86
chai1_P9WFU5_model_1.pdb,alphafold3_P9WFW3_model_3.pdb,3.09
chai1_P9WFU5_model_1.pdb,alphafold3_P9WFW3_model_4.pdb,11.89
chai1_P9WFU5_model_1.pdb,chai1_P9WFW3_model_0.pdb,11.53
chai1_P9WFU5_model_1.pdb,chai1_P9WFW3_model_1.pdb,2.61
chai1_P9WFU5_model_1.pdb,chai1_P9WFW3_model_2.pdb,15.33
chai1_P9WFU5_model_1.pdb,chai1_P9WFW3_model_3.pdb,11.5
chai1_P9WFU5_model_1.pdb,chai1_P9WFW3_model_4.pdb,3.11
chai1_P9WFU5_model_1.pdb,swissmodel_P9WFW3_model_0.pdb,11.57
chai1_P9WFU5_model_2.pdb,alphafold2_P9WFW3_model_0.pdb,12.13
chai1_P9WFU5_model_2.pdb,alphafold3_P9WFW3_model_0.pdb,12.22
chai1_P9WFU5_model_2.pdb,alphafold3_P9WFW3_model_1.pdb,2.89
chai1_P9WFU5_model_2.pdb,alphafold3_P9WFW3_model_2.pdb,12.19
chai1_P9WFU5_model_2.pdb,alphafold3_P9WFW3_model_3.pdb,3.29
chai1_P9WFU5_model_2.pdb,alphafold3_P9WFW3_model_4.pdb,12.2
chai1_P9WFU5_model_2.pdb,chai1_P9WFW3_model_0.pdb,11.85
chai1_P9WFU5_model_2.pdb,chai1_P9WFW3_model_1.pdb,2.91
chai1_P9WFU5_model_2.pdb,chai1_P9WFW3_model_2.pdb,17.95
chai1_P9WFU5_model_2.pdb,chai1_P9WFW3_model_3.pdb,17.36
chai1_P9WFU5_model_2.pdb,chai1_P9WFW3_model_4.pdb,3.08
chai1_P9WFU5_model_2.pdb,swissmodel_P9WFW3_model_0.pdb,17.83
chai1_P9WFU5_model_3.pdb,alphafold2_P9WFW3_model_0.pdb,12.01
chai1_P9WFU5_model_3.pdb,alphafold3_P9WFW3_model_0.pdb,2.51
chai1_P9WFU5_model_3.pdb,alphafold3_P9WFW3_model_1.pdb,11.93
chai1_P9WFU5_model_3.pdb,alphafold3_P9WFW3_model_2.pdb,12.06
chai1_P9WFU5_model_3.pdb,alphafold3_P9WFW3_model_3.pdb,2.9
chai1_P9WFU5_model_3.pdb,alphafold3_P9WFW3_model_4.pdb,12.09
chai1_P9WFU5_model_3.pdb,chai1_P9WFW3_model_0.pdb,11.73
chai1_P9WFU5_model_3.pdb,chai1_P9WFW3_model_1.pdb,2.72
chai1_P9WFU5_model_3.pdb,chai1_P9WFW3_model_2.pdb,18.34
chai1_P9WFU5_model_3.pdb,chai1_P9WFW3_model_3.pdb,17.64
chai1_P9WFU5_model_3.pdb,chai1_P9WFW3_model_4.pdb,14.87
chai1_P9WFU5_model_3.pdb,swissmodel_P9WFW3_model_0.pdb,11.8
chai1_P9WFU5_model_4.pdb,alphafold2_P9WFW3_model_0.pdb,1.55
chai1_P9WFU5_model_4.pdb,alphafold3_P9WFW3_model_0.pdb,12.23
chai1_P9WFU5_model_4.pdb,alphafold3_P9WFW3_model_1.pdb,11.72
chai1_P9WFU5_model_4.pdb,alphafold3_P9WFW3_model_2.pdb,12.18
chai1_P9WFU5_model_4.pdb,alphafold3_P9WFW3_model_3.pdb,11.87
chai1_P9WFU5_model_4.pdb,alphafold3_P9WFW3_model_4.pdb,12.21
chai1_P9WFU5_model_4.pdb,chai1_P9WFW3_model_0.pdb,11.18
chai1_P9WFU5_model_4.pdb,chai1_P9WFW3_model_1.pdb,2.46
chai1_P9WFU5_model_4.pdb,chai1_P9WFW3_model_2.pdb,15.26
chai1_P9WFU5_model_4.pdb,chai1_P9WFW3_model_3.pdb,17.74
chai1_P9WFU5_model_4.pdb,chai1_P9WFW3_model_4.pdb,2.97
chai1_P9WFU5_model_4.pdb,swissmodel_P9WFW3_model_0.pdb,11.93
swissmodel_P9WFU5_model_0.pdb,alphafold2_P9WFW3_model_0.pdb,12.02
swissmodel_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_0.pdb,11.74
swissmodel_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_1.pdb,11.58
swissmodel_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_2.pdb,11.73
swissmodel_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_3.pdb,11.72
swissmodel_P9WFU5_model_0.pdb,alphafold3_P9WFW3_model_4.pdb,16.94
swissmodel_P9WFU5_model_0.pdb,chai1_P9WFW3_model_0.pdb,11.39
swissmodel_P9WFU5_model_0.pdb,chai1_P9WFW3_model_1.pdb,2.52
swissmodel_P9WFU5_model_0.pdb,chai1_P9WFW3_model_2.pdb,17.2
swissmodel_P9WFU5_model_0.pdb,chai1_P9WFW3_model_3.pdb,11.13
swissmodel_P9WFU5_model_0.pdb,chai1_P9WFW3_model_4.pdb,17.09
swissmodel_P9WFU5_model_0.pdb,swissmodel_P9WFW3_model_0.pdb,16.79
