file_name_1,file_name_2,rmsd
alphafold3_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_0.pdb,16.05
alphafold3_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_1.pdb,16.64
alphafold3_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_2.pdb,15.72
alphafold3_P9WFV1_model_1.pdb,alphafold2_P9WN61_model_0.pdb,16.0
alphafold3_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_0.pdb,15.37
alphafold3_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_1.pdb,15.78
alphafold3_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_2.pdb,15.66
alphafold3_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_3.pdb,15.92
alphafold3_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_4.pdb,15.68
alphafold3_P9WFV1_model_1.pdb,chai1_P9WN61_model_0.pdb,16.3
alphafold3_P9WFV1_model_1.pdb,chai1_P9WN61_model_1.pdb,16.26
alphafold3_P9WFV1_model_1.pdb,chai1_P9WN61_model_2.pdb,15.47
alphafold3_P9WFV1_model_1.pdb,chai1_P9WN61_model_3.pdb,15.62
alphafold3_P9WFV1_model_1.pdb,chai1_P9WN61_model_4.pdb,15.61
alphafold3_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_0.pdb,16.13
alphafold3_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_1.pdb,16.63
alphafold3_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_2.pdb,15.32
alphafold3_P9WFV1_model_2.pdb,alphafold2_P9WN61_model_0.pdb,16.28
alphafold3_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_0.pdb,15.82
alphafold3_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_1.pdb,15.98
alphafold3_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_2.pdb,15.94
alphafold3_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_3.pdb,16.0
alphafold3_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_4.pdb,15.97
alphafold3_P9WFV1_model_2.pdb,chai1_P9WN61_model_0.pdb,16.1
alphafold3_P9WFV1_model_2.pdb,chai1_P9WN61_model_1.pdb,16.2
alphafold3_P9WFV1_model_2.pdb,chai1_P9WN61_model_2.pdb,15.52
alphafold3_P9WFV1_model_2.pdb,chai1_P9WN61_model_3.pdb,15.6
alphafold3_P9WFV1_model_2.pdb,chai1_P9WN61_model_4.pdb,15.54
alphafold3_P9WFV1_model_2.pdb,swissmodel_P9WN61_model_0.pdb,16.25
alphafold3_P9WFV1_model_2.pdb,swissmodel_P9WN61_model_1.pdb,16.55
alphafold3_P9WFV1_model_2.pdb,swissmodel_P9WN61_model_2.pdb,11.43
alphafold3_P9WFV1_model_3.pdb,alphafold2_P9WN61_model_0.pdb,16.36
alphafold3_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_0.pdb,15.87
alphafold3_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_1.pdb,16.11
alphafold3_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_2.pdb,16.0
alphafold3_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_3.pdb,15.69
alphafold3_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_4.pdb,15.96
alphafold3_P9WFV1_model_3.pdb,chai1_P9WN61_model_0.pdb,16.16
alphafold3_P9WFV1_model_3.pdb,chai1_P9WN61_model_1.pdb,16.3
alphafold3_P9WFV1_model_3.pdb,chai1_P9WN61_model_2.pdb,15.6
alphafold3_P9WFV1_model_3.pdb,chai1_P9WN61_model_3.pdb,15.69
alphafold3_P9WFV1_model_3.pdb,chai1_P9WN61_model_4.pdb,15.53
alphafold3_P9WFV1_model_3.pdb,swissmodel_P9WN61_model_0.pdb,16.02
alphafold3_P9WFV1_model_3.pdb,swissmodel_P9WN61_model_1.pdb,16.86
alphafold3_P9WFV1_model_3.pdb,swissmodel_P9WN61_model_2.pdb,11.35
alphafold3_P9WFV1_model_4.pdb,alphafold2_P9WN61_model_0.pdb,16.03
alphafold3_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_0.pdb,15.75
alphafold3_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_1.pdb,15.69
alphafold3_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_2.pdb,24.0
alphafold3_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_3.pdb,15.95
alphafold3_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_4.pdb,15.69
alphafold3_P9WFV1_model_4.pdb,chai1_P9WN61_model_0.pdb,16.23
alphafold3_P9WFV1_model_4.pdb,chai1_P9WN61_model_1.pdb,16.21
alphafold3_P9WFV1_model_4.pdb,chai1_P9WN61_model_2.pdb,15.29
alphafold3_P9WFV1_model_4.pdb,chai1_P9WN61_model_3.pdb,15.72
alphafold3_P9WFV1_model_4.pdb,chai1_P9WN61_model_4.pdb,23.68
alphafold3_P9WFV1_model_4.pdb,swissmodel_P9WN61_model_0.pdb,16.17
alphafold3_P9WFV1_model_4.pdb,swissmodel_P9WN61_model_1.pdb,16.55
alphafold3_P9WFV1_model_4.pdb,swissmodel_P9WN61_model_2.pdb,11.21
chai1_P9WFV1_model_0.pdb,alphafold2_P9WN61_model_0.pdb,14.85
chai1_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_0.pdb,14.72
chai1_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_1.pdb,14.99
chai1_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_2.pdb,15.28
chai1_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_3.pdb,14.9
chai1_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_4.pdb,15.33
chai1_P9WFV1_model_0.pdb,chai1_P9WN61_model_0.pdb,16.13
chai1_P9WFV1_model_0.pdb,chai1_P9WN61_model_1.pdb,16.29
chai1_P9WFV1_model_0.pdb,chai1_P9WN61_model_2.pdb,15.16
chai1_P9WFV1_model_0.pdb,chai1_P9WN61_model_3.pdb,15.57
chai1_P9WFV1_model_0.pdb,chai1_P9WN61_model_4.pdb,15.11
chai1_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_0.pdb,15.18
chai1_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_1.pdb,21.76
chai1_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_2.pdb,15.28
chai1_P9WFV1_model_1.pdb,alphafold2_P9WN61_model_0.pdb,14.98
chai1_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_0.pdb,15.27
chai1_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_1.pdb,15.04
chai1_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_2.pdb,15.45
chai1_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_3.pdb,15.01
chai1_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_4.pdb,15.53
chai1_P9WFV1_model_1.pdb,chai1_P9WN61_model_0.pdb,15.97
chai1_P9WFV1_model_1.pdb,chai1_P9WN61_model_1.pdb,16.05
chai1_P9WFV1_model_1.pdb,chai1_P9WN61_model_2.pdb,14.98
chai1_P9WFV1_model_1.pdb,chai1_P9WN61_model_3.pdb,15.47
chai1_P9WFV1_model_1.pdb,chai1_P9WN61_model_4.pdb,15.31
chai1_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_0.pdb,14.99
chai1_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_1.pdb,21.35
chai1_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_2.pdb,19.74
chai1_P9WFV1_model_2.pdb,alphafold2_P9WN61_model_0.pdb,15.47
chai1_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_0.pdb,15.08
chai1_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_1.pdb,15.21
chai1_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_2.pdb,15.23
chai1_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_3.pdb,14.98
chai1_P9WFV1_model_2.pdb,alphafold3_P9WN61_model_4.pdb,15.19
chai1_P9WFV1_model_2.pdb,chai1_P9WN61_model_0.pdb,15.85
chai1_P9WFV1_model_2.pdb,chai1_P9WN61_model_1.pdb,16.07
chai1_P9WFV1_model_2.pdb,chai1_P9WN61_model_2.pdb,14.83
chai1_P9WFV1_model_2.pdb,chai1_P9WN61_model_3.pdb,15.63
chai1_P9WFV1_model_2.pdb,chai1_P9WN61_model_4.pdb,15.11
chai1_P9WFV1_model_2.pdb,swissmodel_P9WN61_model_0.pdb,15.13
chai1_P9WFV1_model_2.pdb,swissmodel_P9WN61_model_1.pdb,21.43
chai1_P9WFV1_model_2.pdb,swissmodel_P9WN61_model_2.pdb,21.27
chai1_P9WFV1_model_3.pdb,alphafold2_P9WN61_model_0.pdb,15.1
chai1_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_0.pdb,15.13
chai1_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_1.pdb,15.95
chai1_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_2.pdb,15.22
chai1_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_3.pdb,14.96
chai1_P9WFV1_model_3.pdb,alphafold3_P9WN61_model_4.pdb,14.88
chai1_P9WFV1_model_3.pdb,chai1_P9WN61_model_0.pdb,16.15
chai1_P9WFV1_model_3.pdb,chai1_P9WN61_model_1.pdb,16.28
chai1_P9WFV1_model_3.pdb,chai1_P9WN61_model_2.pdb,15.08
chai1_P9WFV1_model_3.pdb,chai1_P9WN61_model_3.pdb,15.62
chai1_P9WFV1_model_3.pdb,chai1_P9WN61_model_4.pdb,14.82
chai1_P9WFV1_model_3.pdb,swissmodel_P9WN61_model_0.pdb,15.29
chai1_P9WFV1_model_3.pdb,swissmodel_P9WN61_model_1.pdb,22.2
chai1_P9WFV1_model_3.pdb,swissmodel_P9WN61_model_2.pdb,11.09
chai1_P9WFV1_model_4.pdb,alphafold2_P9WN61_model_0.pdb,15.47
chai1_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_0.pdb,15.11
chai1_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_1.pdb,15.5
chai1_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_2.pdb,15.33
chai1_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_3.pdb,14.97
chai1_P9WFV1_model_4.pdb,alphafold3_P9WN61_model_4.pdb,15.36
chai1_P9WFV1_model_4.pdb,chai1_P9WN61_model_0.pdb,15.92
chai1_P9WFV1_model_4.pdb,chai1_P9WN61_model_1.pdb,16.09
chai1_P9WFV1_model_4.pdb,chai1_P9WN61_model_2.pdb,15.04
chai1_P9WFV1_model_4.pdb,chai1_P9WN61_model_3.pdb,15.31
chai1_P9WFV1_model_4.pdb,chai1_P9WN61_model_4.pdb,15.16
chai1_P9WFV1_model_4.pdb,swissmodel_P9WN61_model_0.pdb,15.16
chai1_P9WFV1_model_4.pdb,swissmodel_P9WN61_model_1.pdb,21.76
chai1_P9WFV1_model_4.pdb,swissmodel_P9WN61_model_2.pdb,21.87
swissmodel_P9WFV1_model_0.pdb,alphafold2_P9WN61_model_0.pdb,16.36
swissmodel_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_0.pdb,15.68
swissmodel_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_1.pdb,16.08
swissmodel_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_2.pdb,16.07
swissmodel_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_3.pdb,16.04
swissmodel_P9WFV1_model_0.pdb,alphafold3_P9WN61_model_4.pdb,16.1
swissmodel_P9WFV1_model_0.pdb,chai1_P9WN61_model_0.pdb,16.18
swissmodel_P9WFV1_model_0.pdb,chai1_P9WN61_model_1.pdb,16.34
swissmodel_P9WFV1_model_0.pdb,chai1_P9WN61_model_2.pdb,15.59
swissmodel_P9WFV1_model_0.pdb,chai1_P9WN61_model_3.pdb,15.62
swissmodel_P9WFV1_model_0.pdb,chai1_P9WN61_model_4.pdb,23.13
swissmodel_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_0.pdb,16.3
swissmodel_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_1.pdb,16.57
swissmodel_P9WFV1_model_0.pdb,swissmodel_P9WN61_model_2.pdb,15.51
swissmodel_P9WFV1_model_1.pdb,alphafold2_P9WN61_model_0.pdb,24.16
swissmodel_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_0.pdb,20.2
swissmodel_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_1.pdb,15.2
swissmodel_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_2.pdb,19.83
swissmodel_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_3.pdb,20.37
swissmodel_P9WFV1_model_1.pdb,alphafold3_P9WN61_model_4.pdb,19.7
swissmodel_P9WFV1_model_1.pdb,chai1_P9WN61_model_0.pdb,25.08
swissmodel_P9WFV1_model_1.pdb,chai1_P9WN61_model_1.pdb,20.97
swissmodel_P9WFV1_model_1.pdb,chai1_P9WN61_model_2.pdb,23.78
swissmodel_P9WFV1_model_1.pdb,chai1_P9WN61_model_3.pdb,20.71
swissmodel_P9WFV1_model_1.pdb,chai1_P9WN61_model_4.pdb,21.25
swissmodel_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_0.pdb,14.91
swissmodel_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_1.pdb,16.87
swissmodel_P9WFV1_model_1.pdb,swissmodel_P9WN61_model_2.pdb,15.87
