file_name_1,file_name_2,rmsd
alphafold3_P9WFW7_model_4.pdb,chai1_P9WFW1_model_2.pdb,15.54
alphafold3_P9WFW7_model_4.pdb,swissmodel_P9WFW1_model_0.pdb,19.86
alphafold3_P9WFW7_model_4.pdb,swissmodel_P9WFW1_model_1.pdb,14.31
alphafold3_P9WFW7_model_4.pdb,swissmodel_P9WFW1_model_2.pdb,16.54
chai1_P9WFW7_model_0.pdb,alphafold2_P9WFW1_model_0.pdb,18.02
chai1_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_0.pdb,19.93
chai1_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_1.pdb,17.17
chai1_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_2.pdb,16.27
chai1_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_3.pdb,18.19
chai1_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_4.pdb,20.37
chai1_P9WFW7_model_0.pdb,chai1_P9WFW1_model_0.pdb,19.55
chai1_P9WFW7_model_0.pdb,chai1_P9WFW1_model_1.pdb,20.86
chai1_P9WFW7_model_0.pdb,chai1_P9WFW1_model_2.pdb,14.81
chai1_P9WFW7_model_0.pdb,swissmodel_P9WFW1_model_0.pdb,19.77
chai1_P9WFW7_model_0.pdb,swissmodel_P9WFW1_model_1.pdb,17.75
chai1_P9WFW7_model_0.pdb,swissmodel_P9WFW1_model_2.pdb,17.23
chai1_P9WFW7_model_1.pdb,alphafold2_P9WFW1_model_0.pdb,20.62
chai1_P9WFW7_model_1.pdb,alphafold3_P9WFW1_model_0.pdb,20.58
chai1_P9WFW7_model_1.pdb,alphafold3_P9WFW1_model_1.pdb,19.85
chai1_P9WFW7_model_1.pdb,alphafold3_P9WFW1_model_2.pdb,20.52
chai1_P9WFW7_model_1.pdb,alphafold3_P9WFW1_model_3.pdb,18.84
chai1_P9WFW7_model_1.pdb,alphafold3_P9WFW1_model_4.pdb,19.69
chai1_P9WFW7_model_1.pdb,chai1_P9WFW1_model_0.pdb,19.84
chai1_P9WFW7_model_1.pdb,chai1_P9WFW1_model_1.pdb,21.1
chai1_P9WFW7_model_1.pdb,chai1_P9WFW1_model_2.pdb,15.76
chai1_P9WFW7_model_1.pdb,swissmodel_P9WFW1_model_0.pdb,18.13
chai1_P9WFW7_model_1.pdb,swissmodel_P9WFW1_model_1.pdb,17.77
chai1_P9WFW7_model_1.pdb,swissmodel_P9WFW1_model_2.pdb,17.29
chai1_P9WFW7_model_2.pdb,alphafold2_P9WFW1_model_0.pdb,17.57
chai1_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_0.pdb,18.49
chai1_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_1.pdb,17.04
chai1_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_2.pdb,18.6
chai1_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_3.pdb,18.42
chai1_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_4.pdb,16.7
chai1_P9WFW7_model_2.pdb,chai1_P9WFW1_model_0.pdb,19.08
chai1_P9WFW7_model_2.pdb,chai1_P9WFW1_model_1.pdb,18.63
chai1_P9WFW7_model_2.pdb,chai1_P9WFW1_model_2.pdb,14.2
chai1_P9WFW7_model_2.pdb,swissmodel_P9WFW1_model_0.pdb,17.32
chai1_P9WFW7_model_2.pdb,swissmodel_P9WFW1_model_1.pdb,18.12
chai1_P9WFW7_model_2.pdb,swissmodel_P9WFW1_model_2.pdb,16.7
chai1_P9WFW7_model_3.pdb,alphafold2_P9WFW1_model_0.pdb,14.71
chai1_P9WFW7_model_3.pdb,alphafold3_P9WFW1_model_0.pdb,20.3
chai1_P9WFW7_model_3.pdb,alphafold3_P9WFW1_model_1.pdb,19.82
chai1_P9WFW7_model_3.pdb,alphafold3_P9WFW1_model_2.pdb,16.38
chai1_P9WFW7_model_3.pdb,alphafold3_P9WFW1_model_3.pdb,20.09
chai1_P9WFW7_model_3.pdb,alphafold3_P9WFW1_model_4.pdb,15.71
chai1_P9WFW7_model_3.pdb,chai1_P9WFW1_model_0.pdb,19.4
chai1_P9WFW7_model_3.pdb,chai1_P9WFW1_model_1.pdb,20.52
chai1_P9WFW7_model_3.pdb,chai1_P9WFW1_model_2.pdb,14.38
chai1_P9WFW7_model_3.pdb,swissmodel_P9WFW1_model_0.pdb,20.51
chai1_P9WFW7_model_3.pdb,swissmodel_P9WFW1_model_1.pdb,13.81
chai1_P9WFW7_model_3.pdb,swissmodel_P9WFW1_model_2.pdb,17.47
swissmodel_P9WFW7_model_0.pdb,alphafold2_P9WFW1_model_0.pdb,16.99
swissmodel_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_0.pdb,19.29
swissmodel_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_1.pdb,17.21
swissmodel_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_2.pdb,17.73
swissmodel_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_3.pdb,20.96
swissmodel_P9WFW7_model_0.pdb,alphafold3_P9WFW1_model_4.pdb,20.1
swissmodel_P9WFW7_model_0.pdb,chai1_P9WFW1_model_0.pdb,16.07
swissmodel_P9WFW7_model_0.pdb,chai1_P9WFW1_model_1.pdb,17.9
swissmodel_P9WFW7_model_0.pdb,chai1_P9WFW1_model_2.pdb,14.51
swissmodel_P9WFW7_model_0.pdb,swissmodel_P9WFW1_model_0.pdb,21.0
swissmodel_P9WFW7_model_0.pdb,swissmodel_P9WFW1_model_1.pdb,16.58
swissmodel_P9WFW7_model_0.pdb,swissmodel_P9WFW1_model_2.pdb,16.93
swissmodel_P9WFW7_model_2.pdb,alphafold2_P9WFW1_model_0.pdb,14.38
swissmodel_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_0.pdb,13.8
swissmodel_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_1.pdb,13.98
swissmodel_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_2.pdb,16.17
swissmodel_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_3.pdb,16.01
swissmodel_P9WFW7_model_2.pdb,alphafold3_P9WFW1_model_4.pdb,15.87
swissmodel_P9WFW7_model_2.pdb,chai1_P9WFW1_model_0.pdb,12.63
swissmodel_P9WFW7_model_2.pdb,chai1_P9WFW1_model_1.pdb,16.13
swissmodel_P9WFW7_model_2.pdb,chai1_P9WFW1_model_2.pdb,16.48
swissmodel_P9WFW7_model_2.pdb,swissmodel_P9WFW1_model_0.pdb,16.8
swissmodel_P9WFW7_model_2.pdb,swissmodel_P9WFW1_model_1.pdb,15.27
swissmodel_P9WFW7_model_2.pdb,swissmodel_P9WFW1_model_2.pdb,16.82
swissmodel_P9WFW7_model_4.pdb,alphafold2_P9WFW1_model_0.pdb,15.88
swissmodel_P9WFW7_model_4.pdb,alphafold3_P9WFW1_model_0.pdb,15.12
swissmodel_P9WFW7_model_4.pdb,alphafold3_P9WFW1_model_1.pdb,18.16
swissmodel_P9WFW7_model_4.pdb,alphafold3_P9WFW1_model_2.pdb,16.16
swissmodel_P9WFW7_model_4.pdb,alphafold3_P9WFW1_model_3.pdb,16.58
swissmodel_P9WFW7_model_4.pdb,alphafold3_P9WFW1_model_4.pdb,18.92
swissmodel_P9WFW7_model_4.pdb,chai1_P9WFW1_model_0.pdb,12.5
swissmodel_P9WFW7_model_4.pdb,chai1_P9WFW1_model_1.pdb,18.35
swissmodel_P9WFW7_model_4.pdb,chai1_P9WFW1_model_2.pdb,16.53
swissmodel_P9WFW7_model_4.pdb,swissmodel_P9WFW1_model_0.pdb,16.13
swissmodel_P9WFW7_model_4.pdb,swissmodel_P9WFW1_model_1.pdb,12.83
swissmodel_P9WFW7_model_4.pdb,swissmodel_P9WFW1_model_2.pdb,18.31
